B3R3,B3R10,B3R9B,B3R6,B14R2,B14R23,B14R15BTERSEDIA,B1282R6,B8R2K3N,B8R2K4N,B4R10B,B121R1,B121R4,B121R5,B121R7,B121R10,B122R3,B1282R1,B1282R2,B1282R3,B1282R4,B1282R5,B122R11,B122R1,B4R3,B51R1B,B3R22E,B3R24,B3R40,B51R2DK2,B14R16,B14R7A,B126R4A,X_Pengiriman_RKO,X_Metode_Pembelian_Kapitasi,X_Persentase_Pemenuhan_EPurchasing,X_Sumber_Dana_Umum,X_Kondisi_Ruang_Farmasi,X_Kualitas_Gudang,X_Sumber_Dana_BPJS,X_Proporsi_Kapitasi,X_Sistem_Pencatatan,X_Kerusakan_Obat,X_Kepemilikan_Kendaraan,X_Intensitas_Kapitasi,Total_Kelompok_Obat_Dinkes
0,0,0,2,2,6669,0,1,0,2,2,1,1,2,1,0,2,1,3,1,12,0,1,0,0,1,1,4,0,1,2,1,1,1,1,5,2,6,2,3,1,2,1,3,4,32
0,0,1,1,2,4850,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,0,1,2,2,1,1,4,1,1,2,1,1,1,1,0,2,6,3,2,1,1,0,3,2,32
0,2,1,3,2,25892,1,1,0,0,2,1,1,1,0,1,0,0,0,1,6,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,3,6,3,3,1,1,1,3,0,33
1,0,0,1,2,14105,0,1,2,1,2,1,1,2,1,0,0,0,0,1,4,0,1,0,0,1,1,4,1,1,2,1,0,1,0,0,3,6,3,3,1,1,1,3,0,28
0,2,2,3,2,1843,1,1,0,0,2,1,3,1,0,1,2,0,0,1,12,1,1,2,2,1,1,4,1,1,2,1,1,1,2,4,3,6,3,3,1,1,1,3,3,34
1,2,2,2,2,1244,1,1,2,2,2,1,1,1,0,0,2,1,3,1,4,0,1,1,1,1,0,4,1,1,2,1,1,1,2,1,1,6,3,3,0,2,1,3,1,31
0,1,1,2,1,-1,0,1,0,0,2,1,1,2,0,1,1,0,0,1,6,0,1,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,3,1,3,1,33
1,0,1,0,2,63296,1,1,1,1,2,1,3,1,1,0,1,1,2,1,6,1,1,1,2,1,1,4,1,1,2,1,0,1,-1,0,1,6,3,3,1,3,0,3,4,30
1,0,2,2,2,15079,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,2,1,3,1,31
1,0,2,3,2,20906,0,1,0,1,2,1,1,2,1,0,2,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,0,0,2,6,4,3,1,2,3,3,0,32
1,0,2,2,2,21171,0,1,0,0,2,1,1,2,0,1,2,0,0,1,12,0,1,1,2,1,1,4,1,0,2,1,1,2,1,5,3,6,4,3,1,0,1,3,3,25
1,0,0,1,2,6864,0,0,0,0,2,1,1,2,1,0,2,0,0,0,0,0,1,0,1,1,0,2,0,1,1,1,1,1,-1,0,2,6,3,3,1,3,1,3,3,33
0,2,2,2,1,30579,0,1,1,2,2,1,3,2,1,0,2,0,0,1,4,1,1,0,2,1,1,4,1,1,2,1,1,3,2,4,2,6,3,3,0,1,1,3,2,27
0,0,0,0,2,20826,1,1,1,1,2,1,1,2,1,0,1,0,0,1,12,1,1,2,0,1,1,4,1,0,2,1,1,2,1,1,2,6,3,3,1,2,1,3,1,32
0,2,3,2,2,18685,0,1,0,0,2,1,3,1,1,0,1,0,0,1,4,0,1,0,2,1,1,4,1,1,2,1,0,1,2,1,2,6,4,3,1,1,1,3,4,34
0,0,0,3,2,15750,0,1,0,0,2,1,3,2,1,0,2,0,0,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,2,2,2,6,3,3,1,2,1,3,3,32
1,0,2,2,2,12441,1,1,0,0,2,1,3,2,1,0,2,1,1,1,12,0,1,2,1,1,1,4,1,1,2,1,1,3,2,5,3,6,4,3,1,0,3,3,2,34
0,2,3,3,2,22583,1,0,2,1,2,1,3,1,0,0,1,0,0,1,6,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,1,6,3,3,0,3,1,3,1,34
1,0,1,1,2,15501,1,1,1,2,2,1,1,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,-1,5,2,6,4,3,1,1,1,3,3,34
1,2,2,2,2,17394,1,1,0,0,2,1,1,2,0,1,1,0,0,1,12,0,1,0,0,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,1,1,3,2,31
1,0,2,2,2,-1,1,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,0,1,1,4,1,0,2,1,1,1,2,3,2,6,3,3,1,2,1,3,3,33
0,0,2,3,2,11108,0,1,1,2,2,1,1,2,1,0,2,0,0,1,4,0,1,0,2,1,1,4,1,0,2,1,1,1,1,5,3,6,4,3,1,1,3,3,0,34
1,0,2,1,2,8105,0,1,0,0,2,1,3,1,1,0,2,0,0,1,5,1,1,0,1,0,0,4,1,1,1,1,1,1,2,4,2,6,4,2,1,0,1,3,2,32
0,0,2,3,2,5495,1,1,2,1,2,1,1,2,1,0,2,0,0,1,6,0,1,1,1,1,1,4,1,1,2,1,1,1,1,5,3,6,4,2,1,1,3,3,4,0
1,2,3,3,2,18930,1,1,3,1,2,1,3,2,1,0,1,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,2,3,2,6,4,3,1,1,1,3,4,31
1,2,2,3,2,-1,1,1,0,0,2,1,3,1,1,0,1,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,1,3,3,4,30
0,0,2,3,2,11272,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,1,1,1,4,1,0,2,1,1,1,-1,0,2,6,4,3,1,2,1,3,2,31
1,2,1,3,2,-1,1,1,1,2,2,1,1,2,1,0,2,0,0,1,4,0,1,1,2,1,1,4,1,1,2,1,1,3,0,0,2,6,4,3,1,3,1,3,0,33
0,0,2,2,2,20121,1,1,0,0,2,1,3,2,1,0,1,0,0,1,4,0,1,1,0,1,1,4,1,1,2,1,1,1,2,5,2,6,4,3,1,1,3,3,3,31
1,2,2,2,2,25888,0,1,1,2,2,1,3,2,0,0,2,1,1,1,12,1,1,2,1,1,1,4,1,1,2,1,1,3,2,5,2,6,4,3,0,2,1,3,4,34
1,0,2,2,2,100,1,1,1,2,2,1,1,1,1,0,2,0,0,1,12,1,1,2,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,3,34
1,0,2,2,2,18661,0,0,0,0,2,1,3,2,1,0,2,0,0,1,4,1,1,1,1,1,1,4,0,1,2,1,1,1,1,3,3,6,3,3,1,1,3,3,1,34
1,0,2,2,2,-1,0,1,0,0,2,1,3,1,1,0,1,0,0,1,6,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,3,34
0,0,1,2,2,6244,0,1,4,2,2,1,1,2,1,0,0,0,0,1,12,0,1,0,2,1,0,4,1,0,2,1,0,1,0,0,3,6,4,2,1,2,1,3,0,33
1,2,2,2,2,28896,0,1,2,2,2,1,3,2,1,0,1,0,0,1,12,1,1,0,0,1,1,4,1,1,2,1,1,1,1,2,2,6,2,3,0,3,0,3,4,34
1,0,0,1,2,107,0,1,0,0,1,1,1,2,1,0,2,0,0,0,0,1,1,1,0,4,1,4,0,1,1,1,0,2,1,0,3,6,3,2,1,2,1,3,4,31
0,0,2,1,2,2000,0,1,0,0,2,1,3,2,0,1,2,0,0,1,3,0,1,2,0,2,0,4,0,1,1,2,1,1,1,0,0,6,2,2,1,1,1,2,1,31
0,0,1,0,2,2855,1,1,0,0,1,1,3,2,1,0,2,0,0,1,12,0,0,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,1,3,1,1,3,3,1,33
0,0,2,3,2,-1,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,0,1,0,2,5,1,4,0,0,2,1,1,1,1,5,3,6,4,3,1,3,1,3,3,32
0,2,3,3,2,17192,0,1,1,0,2,1,1,2,1,0,0,1,3,1,4,0,1,1,0,1,1,4,0,1,2,1,1,3,0,0,3,6,3,2,1,2,1,3,0,31
0,2,2,3,2,20166,1,1,0,0,2,1,3,2,1,0,2,1,4,1,4,0,1,1,1,1,1,4,1,1,2,1,1,1,2,2,2,6,4,3,0,1,3,3,2,34
0,0,2,3,2,6668,0,0,0,0,2,1,1,1,1,0,0,0,0,1,4,0,1,0,1,4,1,4,1,1,2,2,1,1,0,0,2,6,3,3,1,1,1,3,0,32
1,0,2,1,2,5278,1,1,0,1,2,1,3,1,0,0,1,0,0,1,2,1,1,1,1,1,0,4,1,1,1,1,1,1,1,0,2,6,3,3,1,2,1,3,2,24
1,0,1,2,2,-1,0,0,1,1,2,1,1,1,1,0,2,0,0,1,3,0,1,2,2,1,1,4,1,0,2,2,1,1,1,0,2,6,4,3,1,2,1,3,2,32
0,0,2,2,2,31527,1,1,0,0,2,1,3,2,1,0,1,1,1,1,12,0,1,1,0,1,1,4,0,1,2,1,1,1,1,0,2,6,4,3,1,2,1,3,4,30
1,0,3,3,2,25728,0,1,0,0,2,1,3,2,0,1,1,0,0,1,6,1,1,1,1,1,1,4,1,1,2,1,0,1,1,0,3,6,3,3,1,2,1,3,2,31
0,2,2,3,1,-1,0,0,2,1,2,1,3,1,0,0,1,1,2,1,5,1,1,1,2,1,1,4,1,1,2,1,1,3,2,2,3,6,4,3,0,1,1,3,2,31
1,0,0,1,2,7380,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,1,0,1,0,2,1,0,1,1,0,1,1,5,3,0,3,3,1,2,1,3,4,18
0,2,4,3,2,7728,1,1,0,0,2,1,1,2,1,0,2,1,4,1,12,0,1,1,2,1,1,4,1,0,2,1,1,1,-1,0,2,6,4,2,1,1,1,3,1,32
0,2,2,2,2,16934,0,1,2,2,2,1,1,1,0,1,1,1,4,1,4,1,1,0,1,1,1,4,1,1,2,1,1,3,2,1,2,6,4,2,1,2,1,2,2,34
0,0,1,3,1,38589,0,1,0,2,2,1,3,2,0,1,3,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,1,1,1,5,3,6,3,2,0,0,3,1,3,32
1,1,2,0,2,10300,0,1,0,0,2,1,1,1,0,1,0,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,0,1,0,0,3,6,4,3,1,2,1,3,0,31
0,1,0,0,2,3099,0,1,1,2,1,1,3,2,0,1,2,0,0,1,4,1,1,2,0,4,0,0,0,1,1,1,0,1,-1,0,2,6,3,2,1,1,1,1,1,32
0,2,2,3,2,9657,1,1,1,2,2,1,3,2,1,0,1,0,0,1,12,1,1,1,1,1,1,4,1,1,2,1,1,1,1,4,2,6,4,3,1,3,1,3,1,34
0,0,0,2,2,1375,0,1,1,2,2,1,1,2,1,0,1,0,0,1,4,1,1,1,1,1,0,4,1,1,2,2,1,1,1,0,1,6,3,3,1,3,3,2,3,32
0,0,0,1,2,0,0,0,2,1,2,1,3,2,1,0,1,0,0,1,12,1,1,0,1,1,1,4,0,1,2,1,1,1,1,0,3,6,3,3,1,2,1,3,3,34
1,0,2,3,2,2700,1,1,1,0,2,1,1,2,1,0,2,0,0,1,4,0,1,2,1,1,1,4,1,1,2,2,1,1,0,0,3,6,2,3,1,2,1,2,1,33
1,0,1,3,2,72120,0,1,0,0,2,1,1,2,1,0,2,1,12,1,12,0,1,2,0,1,1,4,1,1,2,1,1,1,1,5,2,6,3,3,1,2,1,3,3,31
1,0,1,0,2,22081,0,1,1,2,2,1,3,2,0,1,2,0,0,1,4,0,1,2,2,1,1,4,1,1,2,1,0,3,1,5,2,3,3,3,1,1,1,3,4,34
1,2,3,3,2,18205,0,1,1,2,2,1,1,2,1,0,1,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,3,2,5,3,6,4,3,1,1,1,3,2,31
1,0,3,2,2,-1,0,1,0,0,2,1,3,2,0,1,1,0,0,1,6,1,1,0,1,1,1,4,1,0,2,1,1,1,1,0,2,6,4,3,1,3,1,3,2,34
0,0,0,2,2,108,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,1,0,1,1,4,1,1,2,1,1,3,1,0,2,6,3,3,1,1,1,3,3,33
1,2,2,2,2,-1,1,0,1,1,2,1,3,1,1,0,1,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,1,0,3,3,34
1,0,1,1,2,-1,0,1,1,1,2,1,2,2,0,1,1,0,0,1,4,1,0,1,1,4,1,4,0,1,1,1,1,0,1,0,2,0,1,2,1,2,1,3,1,19
0,0,1,2,2,6510,1,1,0,0,2,1,1,2,1,0,2,0,0,1,4,1,1,1,0,5,1,4,1,1,2,1,0,1,-1,0,2,6,2,3,1,2,3,3,1,31
1,0,1,0,2,-1,0,1,0,0,1,1,1,2,1,0,0,0,0,1,4,0,1,0,1,1,0,4,1,0,1,1,0,1,0,0,1,6,3,2,1,2,1,3,0,29
1,0,2,2,2,29371,1,1,0,0,2,1,3,2,1,0,1,0,0,1,6,0,1,2,1,1,1,4,1,0,2,1,0,1,1,0,3,6,4,3,1,1,3,3,3,33
1,0,2,3,2,-1,1,1,0,0,2,1,3,2,1,0,1,0,0,1,6,1,1,2,1,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,3,32
1,0,0,0,1,170,1,1,0,0,2,1,1,2,1,0,0,0,0,1,12,0,1,0,0,1,1,4,1,0,2,2,1,1,0,0,0,6,4,3,1,2,1,3,0,27
0,0,0,2,2,5734,0,0,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,0,2,1,1,1,-1,0,1,2,3,2,0,1,1,2,2,26
0,0,2,3,2,13804,0,0,2,2,2,1,1,1,1,0,2,0,0,1,8,1,1,0,0,1,0,4,1,1,2,1,1,1,-1,0,1,3,3,2,1,2,1,3,0,28
1,0,1,2,2,-1,1,1,1,1,2,1,1,2,1,0,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,3,1,1,3,3,2,32
0,0,2,0,2,4710,1,1,0,1,2,1,3,2,1,0,1,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,1,1,2,6,4,3,1,1,1,3,2,31
0,2,2,2,2,25132,0,1,0,0,2,1,3,2,1,0,1,1,2,1,6,0,1,1,1,1,1,4,1,1,2,1,1,1,2,1,3,6,3,3,1,1,0,3,4,33
1,0,2,2,2,12017,0,1,0,2,2,1,3,1,1,0,2,0,0,1,3,0,1,1,2,1,1,4,1,1,2,1,1,1,1,5,3,6,4,3,1,3,1,3,4,32
0,1,2,3,2,1858,0,1,0,0,2,1,3,1,1,0,2,0,0,1,6,1,1,1,0,1,1,4,1,1,2,1,0,1,1,0,2,6,4,3,1,1,1,2,3,30
0,2,1,2,2,2406,0,1,1,2,2,1,1,1,1,0,1,1,2,1,4,0,1,0,1,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,2,1,2,0,3,0,29
0,0,0,2,2,-1,1,1,1,2,2,1,1,2,1,0,1,0,0,1,12,0,1,0,1,1,1,4,1,1,2,1,1,1,1,0,2,6,3,2,1,2,1,3,2,33
1,0,2,2,2,5998,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,1,1,1,4,0,1,2,1,1,1,1,5,2,6,3,3,1,2,1,3,1,33
1,0,2,2,2,18396,1,1,0,0,2,1,1,1,0,1,2,0,0,1,12,0,1,0,1,1,0,4,1,0,2,1,1,3,-1,0,2,6,3,3,1,1,1,3,1,33
1,2,2,2,2,450,1,1,0,0,2,1,1,2,0,1,1,0,0,1,12,0,1,2,1,1,1,4,0,1,2,1,1,1,1,0,3,6,3,3,0,1,0,3,3,33
0,0,2,3,2,2973,1,1,0,0,2,1,1,1,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,-1,4,3,6,4,3,1,1,3,3,4,33
1,0,2,2,2,3069,1,1,0,0,2,0,0,0,0,1,2,1,3,1,2,1,1,2,0,4,0,4,1,1,1,1,1,0,0,0,0,6,3,2,1,2,1,3,2,30
0,0,2,2,2,4500,0,1,0,0,2,1,1,2,1,0,0,0,0,1,6,0,1,0,1,1,0,4,0,1,2,1,1,1,0,0,1,6,3,3,1,2,1,3,0,33
1,0,2,2,2,4137,0,1,2,0,2,1,1,1,0,1,0,0,0,1,4,0,1,1,1,1,1,3,1,1,2,1,1,1,0,0,1,6,3,3,1,3,1,3,0,33
0,0,0,1,2,6686,0,1,1,2,2,0,0,0,1,0,2,0,0,1,4,0,1,0,0,4,0,1,0,1,2,1,1,0,1,5,1,6,3,3,1,0,1,3,1,31
0,2,2,1,2,9603,0,1,1,1,2,1,1,2,1,0,2,0,0,1,6,0,1,0,1,1,1,4,1,1,1,1,0,1,1,0,1,6,3,3,1,3,3,3,2,32
0,2,2,3,2,15827,0,1,0,0,2,1,2,2,0,1,1,1,12,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,2,3,3,6,3,2,1,3,1,3,4,34
1,1,2,1,2,7199,1,0,1,1,2,1,3,2,0,1,2,0,0,1,4,1,1,0,0,4,1,4,1,0,2,2,1,1,2,5,1,6,3,2,1,1,1,3,4,33
0,0,2,0,2,9870,1,1,1,2,2,1,3,2,1,0,1,0,0,1,6,1,1,0,0,1,0,4,1,1,2,1,1,1,1,0,2,6,4,2,1,1,1,2,1,34
0,2,2,3,2,11508,0,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,2,0,1,1,4,1,1,2,1,1,1,2,2,3,6,3,3,1,1,1,3,4,31
0,2,2,1,2,330,0,0,1,2,2,1,3,2,1,0,3,0,0,1,12,1,1,2,1,1,1,4,1,1,2,1,1,1,2,4,3,6,3,3,1,1,3,3,4,33
0,1,1,0,1,1126,0,1,0,0,0,1,2,2,1,0,3,0,0,1,12,0,1,0,2,1,1,4,1,1,2,2,1,3,2,5,1,6,4,3,0,1,3,1,3,5
1,2,2,2,2,28587,0,1,1,2,2,1,3,2,1,0,1,1,1,1,12,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,2,5,3,3,1,1,1,3,4,28
0,0,0,1,2,0,0,1,1,0,2,0,0,0,1,0,1,1,1,1,4,1,1,2,1,4,0,4,1,0,1,1,1,0,1,0,1,6,3,2,1,1,3,3,4,28
0,0,1,1,2,-1,0,1,1,2,2,1,3,2,1,0,2,0,0,1,12,1,1,1,0,4,0,4,1,1,1,1,1,1,1,0,2,6,3,3,1,1,1,3,0,31
0,2,2,2,2,17111,0,1,0,0,2,1,3,2,1,0,2,1,4,1,6,0,1,0,1,1,1,4,0,1,2,1,1,1,1,5,3,6,3,3,1,1,0,2,1,31
0,2,2,2,2,11053,1,1,0,0,2,1,3,2,1,0,2,1,5,1,12,1,1,2,2,1,1,4,1,0,2,1,1,1,1,4,3,6,4,3,1,1,1,3,0,32
0,2,2,3,2,21306,1,1,0,0,2,1,3,1,1,0,1,0,0,1,6,0,1,2,2,1,1,4,0,1,2,1,1,1,-1,0,1,6,4,2,0,1,1,3,1,29
0,0,3,2,2,31452,1,1,1,2,2,1,3,2,1,0,2,0,0,1,12,1,1,1,1,1,1,4,1,1,2,1,1,3,1,0,2,6,3,3,1,1,3,3,3,33
0,2,1,2,2,8346,1,1,1,1,2,1,1,2,0,1,0,0,0,1,6,0,1,0,0,4,1,4,1,1,2,1,1,1,0,0,2,6,3,3,1,1,1,3,0,33
1,0,1,2,2,2999,0,1,2,2,2,1,3,1,0,0,2,0,0,1,4,1,1,1,0,4,1,2,1,1,1,2,0,1,1,0,1,5,4,2,1,2,1,1,3,32
0,2,2,3,2,46388,0,1,2,1,2,1,3,2,1,0,1,1,0,1,5,1,1,0,2,1,1,4,1,1,2,1,1,3,2,1,2,6,4,3,0,1,0,3,2,0
1,0,2,0,2,6741,1,1,0,0,2,1,1,2,1,0,1,1,1,1,4,0,1,1,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,2,34
1,2,2,2,2,0,0,1,2,2,2,1,1,2,0,1,2,0,0,1,12,0,1,2,2,1,1,4,1,1,2,1,1,2,1,0,1,6,4,3,0,1,1,3,2,33
0,1,0,0,1,1725,0,1,0,0,2,1,1,2,1,0,0,0,0,0,0,1,1,2,2,1,1,4,1,1,2,2,1,0,0,0,0,5,3,0,0,1,3,0,0,5
0,0,1,0,2,2017,1,0,0,0,2,1,1,1,0,1,0,0,0,1,12,0,1,0,0,1,0,4,0,1,2,1,0,1,0,0,1,6,3,3,1,2,3,3,0,31
0,0,0,2,2,4621,0,1,0,0,2,1,1,2,0,1,2,0,0,1,4,0,1,0,1,1,1,4,1,0,2,1,1,1,1,2,1,6,3,2,1,2,1,3,3,22
1,1,0,2,2,18381,0,0,0,1,1,1,1,2,0,1,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,0,1,2,5,2,6,3,3,1,1,1,3,2,29
0,0,2,0,2,7265,0,0,0,0,2,1,1,1,1,0,2,0,0,1,12,0,1,2,0,1,1,4,0,1,2,1,1,1,1,0,2,6,4,3,1,2,1,2,0,33
0,2,1,2,2,10395,1,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,2,0,1,1,4,1,0,2,1,1,3,0,0,1,6,4,2,1,1,3,3,0,27
1,0,0,1,2,14934,1,1,2,0,2,1,3,2,0,1,1,0,0,1,4,1,1,0,0,1,0,2,1,1,1,1,1,1,1,0,2,6,3,3,1,2,1,1,1,30
1,0,1,1,2,6424,0,1,3,2,2,1,3,2,0,0,2,0,0,1,4,1,1,2,0,4,0,4,1,1,1,1,1,1,-1,0,2,6,3,3,1,1,1,3,2,33
0,0,1,3,2,16,1,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,0,2,1,0,1,1,4,2,6,4,2,1,3,1,3,4,28
0,2,2,2,2,9511,0,1,2,1,2,1,1,2,1,0,0,0,0,1,4,0,1,0,0,4,1,4,1,0,2,1,1,1,0,0,3,6,3,3,1,2,1,3,0,34
0,0,1,1,2,20647,1,1,0,0,2,1,1,2,1,0,1,1,9,1,7,1,1,2,2,1,1,4,1,1,2,1,1,0,1,0,2,6,4,3,1,1,1,3,4,28
0,0,3,0,2,-1,1,1,1,2,2,1,1,2,1,0,2,1,1,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,5,2,6,4,2,1,2,1,3,1,34
1,0,2,3,2,11700,1,0,1,1,2,1,1,1,1,0,2,0,0,1,4,0,1,2,1,1,1,4,1,1,2,1,1,1,-1,0,1,6,3,3,1,1,0,3,0,32
1,0,1,2,2,12382,1,0,0,0,2,1,3,2,1,0,1,1,2,1,12,1,1,1,2,1,1,4,1,1,2,1,1,0,1,0,2,6,4,3,1,1,1,3,3,28
1,0,1,2,2,-1,0,1,1,2,2,1,3,2,1,0,2,1,12,1,12,0,1,0,2,1,1,4,1,1,2,1,1,3,1,2,3,6,3,3,1,1,0,3,4,33
1,0,2,3,2,35578,1,1,0,0,2,1,1,2,1,0,2,0,0,1,12,1,1,1,2,1,1,4,1,0,2,1,1,1,2,1,1,6,4,3,1,1,1,3,3,34
0,0,2,2,2,8591,0,0,0,0,2,0,0,0,0,1,1,0,0,1,11,1,1,2,0,1,1,4,1,1,2,1,1,0,-1,0,2,6,2,3,1,0,1,3,4,33
0,0,2,3,2,20,1,1,1,1,2,1,1,1,1,0,2,1,1,1,4,0,1,1,2,1,1,4,1,1,2,1,1,1,0,0,3,6,3,3,1,1,3,3,1,34
1,0,1,2,2,10583,0,1,1,1,2,1,3,1,1,0,1,0,0,1,12,1,1,1,0,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,4,33
0,2,2,3,1,-1,1,1,0,0,2,0,0,0,0,1,1,1,12,1,15,1,1,0,0,1,1,4,1,1,2,1,0,0,1,0,3,5,3,2,1,3,3,3,3,23
0,0,1,2,2,7885,1,1,0,0,2,1,3,1,1,0,2,1,3,1,4,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,1,1,3,4,32
1,2,1,3,2,24352,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,0,0,1,1,4,1,1,2,1,1,1,1,5,2,3,4,3,1,1,1,2,0,34
0,0,2,2,2,15450,0,1,0,2,2,1,3,1,1,0,1,0,0,1,3,1,1,1,0,1,1,4,1,1,2,1,1,1,1,0,3,6,4,2,1,3,0,3,1,34
1,0,0,1,2,31302,1,1,1,2,2,1,3,2,1,0,2,0,0,1,4,1,1,0,0,4,0,2,0,0,1,1,1,1,-1,0,2,6,3,3,1,2,1,3,0,30
0,2,0,3,2,833,0,1,0,0,2,1,3,1,1,0,1,0,0,1,4,1,1,0,1,1,1,4,1,1,2,1,0,1,2,5,2,6,3,2,1,1,1,3,3,33
0,2,2,3,2,10871,1,1,0,0,2,1,3,2,1,0,2,1,4,1,4,0,1,1,0,1,1,4,1,1,2,1,1,1,2,5,3,6,4,3,1,2,3,3,4,34
0,0,0,1,2,14774,1,1,0,0,2,1,1,2,0,1,2,0,0,1,4,0,1,2,0,4,0,0,0,0,1,2,1,1,0,0,1,6,3,2,1,2,1,2,2,34
0,0,0,1,2,60,0,1,1,1,2,0,0,0,0,0,1,0,0,1,4,1,1,1,0,1,0,2,0,1,1,2,0,0,-1,0,2,6,3,3,1,1,0,3,3,33
1,2,2,2,2,37382,0,1,0,0,2,1,3,2,1,0,2,1,3,1,12,1,1,1,2,1,1,4,1,0,2,1,1,1,2,5,2,6,4,3,0,1,1,3,4,34
0,0,3,3,2,0,1,1,0,0,2,1,1,1,1,0,2,1,2,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,4,3,6,4,3,1,1,3,3,3,33
0,0,2,2,2,-1,0,1,1,1,2,1,1,2,0,0,1,0,0,1,4,0,1,0,0,1,1,2,0,1,2,1,1,1,1,0,2,6,3,3,1,1,3,3,1,30
0,0,2,3,2,427,1,1,0,0,2,1,1,1,1,0,2,0,0,1,1,0,1,1,2,1,1,4,1,1,2,2,0,1,-1,0,3,6,3,3,1,1,0,2,0,32
0,2,2,0,2,19214,0,1,1,2,2,1,3,2,1,0,1,0,0,1,3,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,0,6,4,3,0,3,1,3,1,31
1,0,1,2,2,32783,1,1,1,2,2,1,1,2,1,0,2,1,2,1,2,0,1,2,2,1,1,4,1,1,2,1,1,2,-1,0,3,6,4,3,1,1,0,3,4,34
1,0,1,2,2,8074,0,0,1,0,2,1,1,2,1,0,0,0,0,1,6,0,1,0,1,1,1,4,0,0,2,1,0,1,0,0,3,6,2,3,1,2,1,3,0,34
1,0,2,1,2,12620,1,1,0,0,0,1,3,1,0,0,2,1,1,0,0,0,1,2,2,4,0,4,1,1,1,1,1,1,1,0,2,6,3,3,1,1,0,3,4,31
0,0,2,1,2,177,0,1,1,0,2,1,3,2,1,0,0,0,0,1,12,0,1,0,0,1,1,4,1,1,1,2,1,3,0,0,2,6,3,2,1,2,1,3,0,33
0,2,2,3,2,14645,1,1,0,0,2,1,3,2,1,0,1,0,0,1,6,1,1,0,1,1,1,4,1,1,2,1,1,1,2,5,2,6,4,3,1,1,1,3,2,29
1,2,2,2,2,27892,1,1,1,2,2,1,1,1,1,0,1,0,0,1,4,0,1,0,1,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,1,1,3,1,34
0,0,0,1,2,874,0,1,0,0,2,1,3,1,0,0,1,0,0,1,4,1,1,2,0,2,0,1,0,1,1,1,0,1,-1,0,2,3,3,2,1,0,1,1,2,27
0,2,0,0,2,19063,0,1,0,0,2,1,3,1,0,1,1,1,4,1,4,0,1,1,2,4,1,4,1,1,2,1,1,1,2,4,2,6,4,3,0,1,1,3,3,28
